_id,name,asset_type,location_id,street_address,city,latitude,longitude
35248111,Saint Mary,faith-based_facilities,88895.0,,,40.3270035,-80.1844635
35248112,Saint Mary,faith-based_facilities,88894.0,,,40.5328865,-80.1277771
35248113,Saint Malachy,faith-based_facilities,88893.0,,,40.4804573,-80.1046982
35248114,Saint Louis Church /of St. Alphonsus Parish,faith-based_facilities,88892.0,,,41.0058098,-79.8975677
35248115,Saint Kilian ,faith-based_facilities,88891.0,,,40.6839905,-80.0706406
35248116,Saint Joseph Parish - St. Ladislaus Church,faith-based_facilities,88890.0,,,40.61166,-79.7234421
35248117,Saint Joseph (O'Hara) ,faith-based_facilities,88889.0,,,40.5189323,-79.9242325
35248118,Saint Joseph (North Oakland),faith-based_facilities,88888.0,,,40.9220123,-79.7940445
35248119,Saint Joseph ,faith-based_facilities,88887.0,,,40.5065155,-79.8357239
35248120,Saint Joseph,faith-based_facilities,88885.0,,,40.5157127,-80.1594696
35248121,Saint Joseph,faith-based_facilities,88884.0,,,40.7641335,-79.7625504
35248122,Saint John the Baptist Byzantine Catholic Cathedral,faith-based_facilities,707.0,210 Greentree Rd,Munhall,40.382472,-79.9156
35248123,Saint John the Baptist ,faith-based_facilities,88883.0,,,40.4881096,-79.7761765
35248124,Saint John Chrysostom Byzantine Catholic Church,faith-based_facilities,506.0,506 Saline Street,Pittsburgh,40.427706,-79.944835
35248125,Saint Joan of Arc,faith-based_facilities,88882.0,,,40.2877312,-80.0254364
35248126,Saint Januarius ,faith-based_facilities,88881.0,,,40.4999084,-79.7308426
35248127,Saint James,faith-based_facilities,88880.0,,,40.440834,-79.884964
35248128,Saint James,faith-based_facilities,88879.0,,,40.5379944,-80.1849365
35248129,Saint Irenaeus ,faith-based_facilities,88878.0,,,40.51931,-79.8411484
35248130,Saint Hugh,faith-based_facilities,88877.0,,,39.8902893,-79.9717636
35248131,Saint Hilary,faith-based_facilities,88876.0,,,40.1892204,-80.2670288
35248132,Saint Gregory /of Saint Gregory Parish,faith-based_facilities,88875.0,,,40.7891693,-80.14328
35248133,Saint Germaine,faith-based_facilities,88874.0,,,40.3414726,-80.0164185
35248134,Saint Gerard Majella (Penn Hills),faith-based_facilities,88873.0,,,40.4955406,-79.8181229
35248135,Saint Francis of Assisi,faith-based_facilities,88872.0,,,40.2543488,-79.9997025
35248136,Saint Ferdinand,faith-based_facilities,88871.0,,,40.6980896,-80.1103134
35248137,Saint Felix,faith-based_facilities,88870.0,,,40.681324,-80.2497025
35248138,Saint Eugene Church /of St. Mark Parish,faith-based_facilities,88869.0,,,40.3229179,-79.8577957
35248139,Saint Conrad Church (Meridian Worship Site) /of Saint Fidelis of Sigmaringen Parish,faith-based_facilities,88868.0,,,40.8482704,-79.9708786
35248140,Saint Columbkille,faith-based_facilities,88867.0,,,40.4480667,-80.2441711
35248141,Saint Colman,faith-based_facilities,88866.0,,,40.4061203,-79.8271103
35248142,Saint Christopher at the Lake,faith-based_facilities,88865.0,,,40.9115982,-80.0509491
35248143,Saint Cecilia,faith-based_facilities,88864.0,,,40.7144012,-80.2850342
35248144,HOMEWOOD HOUSE,affordable_housing,2191.0,7120 Frankstown Ave,Pittsburgh,40.4577204401,-79.8980540719
35248145,Sanctuary Faith Community,faith-based_facilities,534.0,306 Roosevelt Way,Pittsburgh,40.496035,-79.92928
35248146,Salem United Methodist Church,faith-based_facilities,651.0,350 Manor Road,Wexford,40.62913,-80.066839
35248147,Second Baptist Church,faith-based_facilities,748.0,204 Locust St,Mckees Rocks,40.466858,-80.056682
35248148,Sampson's Mills Presbyterian Church,faith-based_facilities,722.0,1665 Lincoln Way,White Oak,40.346042,-79.815401
35248149,Saints Simon and Jude ,faith-based_facilities,88930.0,,,40.4008331,-80.0625229
35248150,Saints Peter and Paul (Byzantine),faith-based_facilities,88929.0,,,40.4013405,-78.6673431
35248151,Saints Peter and Paul,faith-based_facilities,88928.0,,,40.6981392,-80.298378
35248152,Saints Peter & Paul Byzantine Catholic Church,faith-based_facilities,459.0,4200 Homestead Duquesne Road,Munhall,40.383307,-79.895559
35248153,Saints John and Paul,faith-based_facilities,88927.0,,,40.6084709,-80.1066055
35248154,Saint Winifred,faith-based_facilities,88926.0,,,40.3755264,-80.0237808
35248155,Saint Wendelin,faith-based_facilities,88925.0,,,40.8873749,-79.809288
35248156,Saint Vitus,faith-based_facilities,88924.0,,,40.9899712,-80.3454971
35248157,Saint Victor,faith-based_facilities,88923.0,,,40.6340828,-79.873703
35248158,Saint Titus,faith-based_facilities,88920.0,,,40.612854,-80.255722
35248159,Saint Sylvester,faith-based_facilities,88919.0,,,40.3707619,-79.9754257
35248160,Saint Susanna ,faith-based_facilities,88918.0,,,40.4680023,-79.8069
35248161,Saint Stephen,faith-based_facilities,88917.0,,,40.4070129,-79.9429016
35248162,Saint Sebastian,faith-based_facilities,88916.0,,,40.5304489,-80.0113754
35248163,Saint Scholastica,faith-based_facilities,88915.0,,,40.4915123,-79.9008408
35248164,Saint Rosalia,faith-based_facilities,88914.0,,,40.425705,-79.9427414
35248165,Saint Rita,faith-based_facilities,88913.0,,,40.4000893,-79.8931122
35248166,Saint Richard,faith-based_facilities,88912.0,,,40.6342049,-79.966095
35248167,Saint Regis ,faith-based_facilities,88911.0,,,40.4311256,-79.9528427
35248168,Saint Raphael,faith-based_facilities,88910.0,,,40.4773483,-79.9290848
35248169,Saint Pius X,faith-based_facilities,88909.0,,,40.3955803,-80.0286102
35248170,Saint Peter (North Side),faith-based_facilities,88908.0,,,40.4522514,-80.0085068
35248171,Saint Peter,faith-based_facilities,88907.0,,,40.8622284,-79.8912277
35248172,Saint Paul,faith-based_facilities,88906.0,,,40.8619576,-79.8937912
35248173,Saint Patrick,faith-based_facilities,88905.0,,,40.257946,-80.1944885
35248174,Saint Patrick,faith-based_facilities,88904.0,,,40.3309479,-79.8419037
35248175,Saint Patrick,faith-based_facilities,88903.0,,,40.3911438,-80.1987839
35248176,Saint Pamphilus,faith-based_facilities,88902.0,,,40.4192657,-80.0255508
35248177,Saint Nicholas Byzantine Catholic,faith-based_facilities,728.0,410 6th Ave,McKeesport,40.349889,-79.862267
35248178,Saint Nicholas (Millvale),faith-based_facilities,88901.0,,,40.4770164,-79.9696274
35248179,Saint Michael,faith-based_facilities,88900.0,,,40.2695961,-79.8376007
35248180,Saint Michael,faith-based_facilities,88899.0,,,40.2764091,-80.4627686
35248181,Saint Maurice,faith-based_facilities,88898.0,,,40.4216614,-79.8510056
35248182,HOMESTEAD APARTMENTS IV,affordable_housing,2088.0,441 E 8th Ave,Homestead,40.409658,-79.9060365
35248183,HOMESTEAD APARTMENTS III,affordable_housing,2087.0,481 E 8th Ave,Homestead,40.409721,-79.9065405
35248184,HOMESTEAD APARTMENTS II,affordable_housing,2086.0,411 E 8th Ave,Homestead,40.409343,-79.906914
35248185,Sixth Mt Zion Baptist Church,faith-based_facilities,1925.0,6556 SHETLAND AVE,PITTSBURGH,40.4617055069931,-79.9081894077866
35248186,Sisters of the Holy Spirit Motherhouse,faith-based_facilities,572.0,5246 Clarwin Avenue,Pittsburgh,40.507923,-80.025717
35248187,Shiloh Baptist Church,faith-based_facilities,599.0,1004 Ninth Avenue,Brackenridge,40.609462,-79.741539
35248188,Shannopin / Glenwillard United Methodist,faith-based_facilities,674.0,126 Delfred Dr,Carnegie,40.40703,-80.103906
35248189,Second United Presbyterian Church Of Wilkinsburg,faith-based_facilities,926.0,300 Hay St,Pittsburgh,40.438849,-79.888426
35248190,St Andrew The Apostle Byzantine Catholic,faith-based_facilities,623.0,235 Logan Rd,Gibsonia,40.646098,-80.021333
35248191,St Alexis Parish,faith-based_facilities,1427.0,10090 OLD PERRY HWY,WEXFORD,40.5957755560935,-80.042831526321
35248192,Ss. Peter and Paul (Byzantine),faith-based_facilities,88936.0,,,40.9487991,-78.9769974
35248193,Ss. Peter and Paul (Byzantine),faith-based_facilities,88935.0,,,42.1088142,-80.0578918
35248194,Ss. Peter and Paul ,faith-based_facilities,88934.0,,,40.364872,-79.8492737
35248195,Ss. Peter and Paul ,faith-based_facilities,88933.0,,,40.4003525,-79.8641663
35248196,Ss. Peter and Paul,faith-based_facilities,88932.0,,,40.6062927,-79.7542114
35248197,Ss. Cyril and Methodius (Byzantine),faith-based_facilities,88931.0,,,42.0101738,-80.3063431
35248198,Ss Peter & Paul Byzantine Church,faith-based_facilities,689.0,701 Foster Ave,Duquesne,40.364493,-79.849354
35248199,Ss Peter & Paul Byzantine Catholic,faith-based_facilities,642.0,339 E 10Th Ave,Tarentum,40.606405,-79.755212
35248200,Spencer United Methodist Church,faith-based_facilities,948.0,117 Spencer Ave,Pittsburgh,40.385751,-79.977398
35248201,South Side Presbyterian Church,faith-based_facilities,804.0,1926 Sarah St,Pittsburgh,40.427447,-79.977996
35248202,South Hills Baptist Church,faith-based_facilities,850.0,200 Chalfont St,Pittsburgh,40.416401,-80.003733
35248203,South Avenue United Methodist Church,faith-based_facilities,921.0,733 South Ave,Pittsburgh,40.452332,-79.93085
35248204,Smithfield United Church of Christ,faith-based_facilities,935.0,620 Smithfield St,Pittsburgh,40.441943,-79.99708
35248205,Sixth Presbyterian Church,faith-based_facilities,890.0,1688 Murray Ave,Pittsburgh,40.438475,-79.923321
35248206,Sixth Mount Zion Baptist Church,faith-based_facilities,502.0,6556 Shetland Street,Pittsburgh,40.461767,-79.908242
35248207,Sisters of Mercy of the Americas,faith-based_facilities,529.0,3333 Fifth Ave,Pittsburgh,40.4392965,-79.9634128
35248208,Shiloh Comm Missionary Baptist,faith-based_facilities,834.0,6940 Frankstown Ave,Pittsburgh,40.458355,-79.901944
35248209,Sheraden United Methodist,faith-based_facilities,495.0,2966 Chartiers Avenue,Pittsburgh,40.454512,-80.058044
35248210,Shepherd's Heart Fellowship,faith-based_facilities,549.0,13 Pride Street,Pittsburgh,40.438012,-79.984845
35248211,Sharon Community Presbyterian Church,faith-based_facilities,680.0,522 Carnot Road,Moon Twp,40.513982,-80.221451
35248212,Shadyside Presbyterian Church,faith-based_facilities,965.0,5121 Westminster Pl,Pittsburgh,40.449117,-79.938848
35248213,Sewickley United Methodist Church,faith-based_facilities,760.0,337 Broad St,Sewickley,40.539315,-80.18222
35248214,Seeds Of Hope Anglican Church,faith-based_facilities,563.0,250 South Pacific Avenue,Pittsburgh,40.462376,-79.940694
35248215,Second Baptist Church,faith-based_facilities,701.0,108 West 12th Ave,Homestead,40.403309,-79.909191
35248216,St Andrew Lutheran Church,faith-based_facilities,870.0,304 Morewood Ave,Pittsburgh,40.453758,-79.944575
35248217,St Andrew Lutheran Church,faith-based_facilities,450.0,987 Beaver Grade Road,Moon,40.507278,-80.208503
35248218,St Alexander Nevsky Cathedral,faith-based_facilities,657.0,1600 Guyton Rd,Allison Park,40.560828,-79.998218
35248219,"St Agnes, Sisters of the Holy Spirit",faith-based_facilities,714.0,635 Saint Agnes Ln,West Mifflin,40.367951,-79.878762
35248220,HOMESTEAD APARTMENTS,affordable_housing,2085.0,331 E 9th Ave,Homestead,40.408029,-79.907526
35248221,HOMESTEAD APARTMENTS,affordable_housing,2084.0,421 E 8th Ave,Homestead,40.409127,-79.906293
35248222,St James Parish,faith-based_facilities,922.0,718 Franklin Ave,Pittsburgh,40.440619,-79.885606
35248223,St Gerard Majella,faith-based_facilities,486.0,121 Dawn Drive,Verona,40.49559,-79.818151
35248224,St George Orthodox Church,faith-based_facilities,407.0,PO Box 664,Bridgeville,40.35618,-80.11006
35248225,St Gabriel Of Sorrowful Virgin,faith-based_facilities,19652.0,5200 GREENRIDGE DR,PITTSBURGH,40.3564001690005,-80.0057030891991
35248226,St Catherine Of Sweden,faith-based_facilities,429.0,2554 Wildwood Road,Wildwood,40.591497,-79.966568
35248227,St Bernard Parish,faith-based_facilities,56487.0,311 WASHINGTON RD,PITTSBURGH,40.3867730807409,-80.0434517629485
35248228,St Bartholomew Parish,faith-based_facilities,977.0,111 Erhardt Dr,Pittsburgh,40.464488,-79.840853
35248229,St Athanasius Church,faith-based_facilities,19645.0,7 CHALFONTE AVE,PITTSBURGH,40.521263303155,-80.0297123296812
35248230,St Anne Church,faith-based_facilities,973.0,400 Hoodridge Dr,Pittsburgh,40.365727,-80.034141
35248231,St Elizabeth Anglican Mission,faith-based_facilities,406.0,50 Vanadium Road,Bridgeville,40.371834,-80.091342
35248232,St Barbara Parish,faith-based_facilities,69995.0,45 PRESTLEY RD,BRIDGEVILLE,40.37055335,-80.11519162
35248233,St John The Baptist Orthodox Church,faith-based_facilities,691.0,211 Cable Ave,East Pittsburgh,40.39994,-79.836425
35248234,St John The Baptist Orthodox Church,faith-based_facilities,862.0,2695 Woodland Ave,Pittsburgh,40.468136,-80.034603
35248235,St John The Baptist Byzantine Catholic,faith-based_facilities,802.0,1720 Jane St,Pittsburgh,40.426759,-79.981259
35248236,St John Of God Parish,faith-based_facilities,749.0,1011 Church Ave,Mckees Rocks,40.464129,-80.066566
35248237,St John Mark Evangelical Lutheran Church,faith-based_facilities,457.0,225 East 10th Avenue,Homestead,40.406488,-79.908416
35248238,St John Baptist Church,faith-based_facilities,785.0,209 Bridge Street,Wilmerding,40.39574,-79.805395
35248239,St Joan Of Arc Parish,faith-based_facilities,719.0,6414 Montour Street,South Park,40.287099,-80.0259
35248240,St Januarius Parish,faith-based_facilities,1015.0,1450 Renton Rd,Plum,40.499584,-79.730799
35248241,St James Parish,faith-based_facilities,761.0,200 Walnut St,Sewickley,40.537605,-80.184696
35248242,St James Baptist Church,faith-based_facilities,843.0,7800 Bennett St,Pittsburgh,40.453995,-79.886699
35248243,St James AME Church,faith-based_facilities,825.0,444 Lincoln Ave,Pittsburgh,40.460762,-79.909891
35248244,St Isaac Jogues Parish,faith-based_facilities,614.0,1216 Collins Ave,Jefferson Hills,40.255926,-79.924068
35248245,St Irenaeus Parish,faith-based_facilities,755.0,387 Maryland Ave,Oakmont,40.519284,-79.841164
35248246,St Germaine Parish,faith-based_facilities,664.0,5588 Brightwood Rd,Bethel Park,40.319864,-80.027767
35248247,St George Orthodox Cathedral,faith-based_facilities,878.0,3400 Dawson St,Pittsburgh,40.434558,-79.95285
35248248,St Elizabeth Ann Seton Parish,faith-based_facilities,444.0,330 3rd Avenue,Carnegie,40.4039183493393,-80.0910027654873
35248249,St Elias Byzantine Catholic Church,faith-based_facilities,459.0,4200 Homestead Duquesne Road,Munhall,40.383307,-79.895559
35248250,St Cyril Of Alexandria,faith-based_facilities,858.0,3854 Brighton Rd,Pittsburgh,40.486076,-80.036304
35248251,St Columbkille Church,faith-based_facilities,717.0,103 Church Rd,Imperial,40.447801,-80.24339
35248252,St Clare Of Assisi Parish,faith-based_facilities,608.0,460 Reed St,Clairton,40.295251,-79.879412
35248253,St Charles Lwanga,faith-based_facilities,839.0,7114 Kelly St,Pittsburgh,40.455635,-79.89886
35248254,St Catherine Of Siena,faith-based_facilities,632.0,199 Mcgovern Blvd,Crescent,40.569126,-80.233385
35248255,St Bonaventure Parish,faith-based_facilities,694.0,219 Lucille St,Glenshaw,40.53228,-79.975072
35248256,St Bernadette Parish,faith-based_facilities,773.0,245 Azalea Dr,Monroeville,40.441265,-79.771869
35248257,St Bede Parish,faith-based_facilities,846.0,509 S Dallas Ave,Pittsburgh,40.447167,-79.910122
35248258,St Andrew's United Presbyterian,faith-based_facilities,762.0,801 Beaver St,Sewickley,40.537398,-80.177119
35248259,HILLTOP APARTMENTS,affordable_housing,2067.0,901 Duquesne Place Dr,Duquesne,40.3787462159,-79.8634149838
35248260,CHATHAM COLLEGE CHAPEL,polling_places,1554.0,106 WOODLAND RD,PITTSBURGH,40.4470918132311,-79.9240191559463
35248261,St Michael's Orthodox Church,faith-based_facilities,730.0,424 Ninth Ave,McKeesport,40.347142,-79.86203
35248262,St Michael's Orthodox Church,faith-based_facilities,668.0,146 Third St,Rankin,40.403991,-79.874291
35248263,St Maurice Parish,faith-based_facilities,50963.0,2001 ARDMORE BLVD,PITTSBURGH,40.421506258131,-79.8516481834009
35248264,St Mary Of The Assumption Parish,faith-based_facilities,68841.0,2510 MIDDLE RD,GLENSHAW,40.5545009510178,-79.9318804592845
35248265,St Mark Parish,faith-based_facilities,736.0,1125 Romine Ave,McKeesport,40.343409,-79.871143
35248266,St Margaret Parish,faith-based_facilities,1408.0,310 MANSFIELD AVE,PITTSBURGH,40.4223803714531,-80.0472486941989
35248267,St Malachy Parish,faith-based_facilities,683.0,343 Forest Grove Road,Coraopolis,40.480365,-80.104176
35248268,St Luke's Lutheran Church,faith-based_facilities,963.0,305 Center Ave,Pittsburgh,40.520343,-80.037048
35248269,St Louise De Marillac Parish,faith-based_facilities,590.0,320 McMurray Rd,Pittsburgh,40.315318,-80.07166
35248270,St Joseph Parish,faith-based_facilities,19667.0,342 DORSEYVILLE RD,PITTSBURGH,40.5190464786052,-79.9240218233971
35248271,St John's Evangelical Lutheran Church of Perrysville,faith-based_facilities,571.0,920 Perry Highway,Pittsburgh,40.533395,-80.03564
35248272,St Paul AME Church,faith-based_facilities,851.0,400 Orchard Pl,Pittsburgh,40.417748,-79.99556
35248273,St Patrick-St Stanislaus Kostka,faith-based_facilities,937.0,57 21St St,Pittsburgh,40.452143,-79.983425
35248274,St Patrick Parish,faith-based_facilities,735.0,310 32Nd St,McKeesport,40.330832,-79.842228
35248275,St Pamphilus Parish,faith-based_facilities,889.0,948 Tropical Ave,Pittsburgh,40.420409,-80.025459
35248276,St Nicholas Serbian Orthodox Church,faith-based_facilities,778.0,2110 Haymaker Rd,Monroeville,40.404777,-79.756081
35248277,St Nicholas Parish,faith-based_facilities,693.0,213 Vilsack Rd,Glenshaw,40.535302,-79.975117
35248278,St Nicholas Orthodox Church,faith-based_facilities,453.0,815 Dunblane Avenue,Duquesne,40.3796255,-79.8601456
35248279,St Nicholas Orthodox Church,faith-based_facilities,703.0,903 Ann St,Homestead,40.407106,-79.908244
35248280,St Nicholas Orthodox Church,faith-based_facilities,745.0,320 Munson Ave,Mckees Rocks,40.474161,-80.058371
35248281,St Nicholas Greek Orthodox Church,faith-based_facilities,876.0,419 S Dithridge St,Pittsburgh,40.444677,-79.949896
35248282,St Michael and All Angels Lutheran Church,faith-based_facilities,520.0,1308 Spring Garden Avenue,Pittsburgh,40.460903,-79.988264
35248283,St Michael Church,faith-based_facilities,622.0,101 Mclay Dr,Elizabeth,40.269335,-79.837582
35248284,St Maximilian Kolbe Parish,faith-based_facilities,700.0,363 W 11Th Ave,Homestead,40.401549,-79.913804
35248286,St Mary Of The Mount Parish,faith-based_facilities,856.0,403 Grandview Ave,Pittsburgh,40.434337,-80.011865
35248287,St Mary Of Mercy Parish,faith-based_facilities,931.0,202 Stanwix St,Pittsburgh,40.439761,-80.004649
35248288,St Mark's Lutheran Church,faith-based_facilities,946.0,933 Brookline Blvd,Pittsburgh,40.39247,-80.017877
35248289,St Mark's Lutheran Church,faith-based_facilities,769.0,600 Pittsburgh St,Springdale,40.540874,-79.783723
35248290,St Maria Goretti,faith-based_facilities,942.0,4712 Liberty Ave,Pittsburgh,40.461717,-79.949896
35248291,St Margaret Mary Parish,faith-based_facilities,681.0,1 Parish Place,Moon Twp,40.515408,-80.217572
35248292,St Luke Baptist Church,faith-based_facilities,905.0,659 Herron Ave,Pittsburgh,40.452597,-79.965076
35248293,St Jude The Apostle Parish,faith-based_facilities,787.0,405 Westinghouse Ave,Wilmerding,40.390512,-79.809663
35248294,St Juan Diego Parish,faith-based_facilities,885.0,201 9Th St,Sharpsburg,40.49545,-79.933967
35248295,St Joseph Parish,faith-based_facilities,454.0,817 Grant Avenue,Duquesne,40.371373,-79.853166
35248296,St Joseph Parish,faith-based_facilities,783.0,825 2Nd St,Verona,40.506651,-79.835615
35248297,St Joseph Parish,faith-based_facilities,676.0,1304 4Th Ave,Coraopolis,40.516301,-80.158872
35248298,St John's Lutheran Church,faith-based_facilities,471.0,715 Lincoln Highway,North Versailles,40.379454,-79.806178
35248299,CHARTIERS VALLEY INTERMED SCH,polling_places,1188.0,2030 SWALLOW HILL RD,SCOTT,40.3964794239269,-80.078561605866
35248300,CHARTIERS SCHOOL,polling_places,1970.0,3799 CHARTIERS AVE,PITTSBURGH,40.4577481419695,-80.0759131375298
35248301,St. Alphonsus Parish,faith-based_facilities,2825.0,201 CHURCH ROAD,WEXFORD,40.6276076,-80.0568684
35248302,St Winifred Parish,faith-based_facilities,957.0,550 Sleepy Hollow Rd,Pittsburgh,40.375368,-80.023192
35248303,St Victor Parish,faith-based_facilities,596.0,PO Box 149,Bairdford,40.63118,-79.88144
35248304,St Thomas More Parish,faith-based_facilities,1017.0,126 Fort Couch Rd,Pittsburgh,40.342453,-80.052166
35248305,St Sylvester Parish,faith-based_facilities,951.0,3754 Brownsville Rd,Pittsburgh,40.370986,-79.975899
35248306,St Robert Bellarmine Church,faith-based_facilities,618.0,1313 5Th Ave,East McKeesport,40.377898,-79.813654
35248307,St Pio Of Pietrelcina,faith-based_facilities,56253.0,450 WALNUT ST,PITTSBURGH,40.4961548390779,-79.8584509988764
35248308,St Philip Parish,faith-based_facilities,810.0,50 West Crafton Ave,Pittsburgh,40.436886,-80.068533
35248309,St. Anthony Church /of Christ the King Parish,faith-based_facilities,88947.0,,,40.9739532,-80.4988098
